"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.935743079E2,-1.002914429E0,9.645492096E0,-1.272503815E0
4.935943959E2,-1.021326141E0,9.644743652E0,-1.276695099E0
4.936144839E2,-9.798623657E-1,9.590256958E0,-1.268462219E0
4.936345709E2,-9.886940002E-1,9.572893066E0,-1.237925720E0
4.936546589E2,-9.624984741E-1,9.651030579E0,-1.243464203E0
4.936747459E2,-9.562115479E-1,9.645342407E0,-1.241069183E0
4.936948340E2,-9.604028320E-1,9.623038788E0,-1.229842529E0
4.937149220E2,-1.016536102E0,9.651180267E0,-1.245260468E0
4.937350090E2,-9.990225220E-1,9.661059723E0,-1.184037781E0
4.937550970E2,-9.659413147E-1,9.648635559E0,-1.163530426E0
4.937751850E2,-9.325607300E-1,9.583221588E0,-1.113235016E0
4.937952720E2,-9.166937256E-1,9.585317230E0,-1.135987701E0
4.938153600E2,-9.081614685E-1,9.677824860E0,-1.145567780E0
4.938354470E2,-9.273216248E-1,9.719887390E0,-1.098116455E0
4.938555350E2,-9.354048157E-1,9.731413422E0,-1.089135132E0
4.938756230E2,-9.711804199E-1,9.667795715E0,-1.105002136E0
4.938957100E2,-9.824070740E-1,9.617799683E0,-1.078656921E0
4.939157980E2,-1.021475830E0,9.633217621E0,-1.093027039E0
4.939358860E2,-1.012045441E0,9.614207153E0,-1.141376495E0
4.939559730E2,-9.924362183E-1,9.613309021E0,-1.176703033E0
4.939760610E2,-9.891430664E-1,9.623188477E0,-1.166823578E0
4.939961480E2,-9.894424438E-1,9.639803925E0,-1.153650970E0
4.940162360E2,-1.008003845E0,9.649833069E0,-1.175505524E0
4.940363240E2,-1.021176453E0,9.673783264E0,-1.180744629E0
4.940564110E2,-1.016087036E0,9.639504547E0,-1.155147858E0
4.940764990E2,-1.020877075E0,9.600435791E0,-1.148262177E0
4.940965860E2,-1.019829254E0,9.602082367E0,-1.168470154E0
4.941166740E2,-9.865983582E-1,9.631720734E0,-1.152902527E0
4.941367620E2,-9.370513916E-1,9.676028595E0,-1.147962799E0
4.941568490E2,-8.985813904E-1,9.653275909E0,-1.103654938E0
4.941769370E2,-8.750802612E-1,9.644144897E0,-1.147214355E0
4.941970250E2,-8.809181213E-1,9.637259216E0,-1.148860931E0
4.942171120E2,-9.108558655E-1,9.653575287E0,-1.115180969E0
4.942372000E2,-9.075627136E-1,9.623338165E0,-1.151255951E0
4.942572870E2,-8.922944641E-1,9.586065674E0,-1.171014862E0
4.942773750E2,-9.039701843E-1,9.621990967E0,-1.137783966E0
