"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.353818380E0,-4.363323096E-4,2.042035200E-2,-4.139921069E-2
5.373816818E0,1.935570128E-2,1.078089848E-1,-4.476769641E-2
5.393819943E0,2.989749052E-2,8.381070942E-2,-3.865904361E-2
5.413818380E0,3.295181692E-2,5.907939374E-2,-2.935643867E-2
5.433824630E0,2.832669392E-2,4.419173673E-2,-1.123992074E-2
5.453816818E0,3.248057887E-2,4.749041051E-2,-7.592182141E-3
5.473818380E0,1.104793418E-2,7.435102481E-3,1.204277202E-2
5.493818380E0,4.394739121E-2,6.061528623E-2,1.623156248E-3
5.513816818E0,6.307619810E-2,8.232717961E-2,-4.380776547E-3
5.533819943E0,3.635520861E-2,1.994911395E-2,-3.312635049E-2
5.553818380E0,6.422811653E-3,1.925098151E-2,-5.213298276E-2
5.573818380E0,1.333431527E-2,5.311036855E-2,-4.635594413E-2
5.593824630E0,2.776818909E-2,4.667010531E-2,-3.890338913E-2
5.613818380E0,6.103416532E-2,8.414231986E-2,-4.138175771E-2
5.633818380E0,8.901178837E-3,-1.382300723E-2,-3.762929887E-2
5.653818380E0,5.822418258E-2,4.993386939E-2,1.511455141E-2
5.673818380E0,5.386086181E-2,2.947861142E-2,5.543165654E-2
5.693819943E0,4.164355621E-2,-2.024581889E-3,2.452187613E-2
5.713818380E0,5.775294453E-2,-1.965240687E-1,-2.998475730E-2
5.733816818E0,9.738937020E-3,1.135336682E-1,1.605702913E-3
5.753818380E0,4.042182490E-2,2.117258906E-1,1.736602560E-2
5.773818380E0,7.586946338E-2,2.342231758E-2,1.994911395E-2
5.793819943E0,3.558726236E-2,-1.038994491E-1,1.399754081E-2
5.813818380E0,3.492403775E-2,-4.324925691E-2,3.752457909E-3
5.833818380E0,4.115486518E-2,2.213077433E-2,1.762782573E-3
5.853818380E0,3.644247353E-2,1.305506285E-2,-1.096066739E-2
5.873816818E0,3.054326214E-2,2.546435408E-2,-1.169370580E-2
5.893826193E0,2.783800103E-2,3.089232743E-2,-2.132792398E-2
5.913818380E0,2.323033288E-2,4.356341809E-2,-2.249729447E-2
5.933816818E0,2.281145379E-2,5.513495207E-2,-3.174753860E-2
5.953816818E0,2.101376466E-2,5.398303270E-2,-3.492403775E-2
5.973818380E0,1.939060725E-2,4.949753731E-2,-3.761184588E-2
5.993818380E0,1.213003788E-2,3.605850041E-2,-3.710569814E-2
6.013818380E0,2.398082428E-2,5.852089077E-2,-3.867649660E-2
6.033818380E0,3.242821619E-2,7.733553648E-2,-4.399975017E-2
6.053818380E0,3.614576906E-2,6.991788745E-2,-5.263913050E-2
6.073818380E0,3.436553106E-2,4.073598608E-2,-5.562364310E-2
6.093816818E0,2.268928103E-2,1.699950732E-2,-5.019566789E-2
6.113818380E0,1.443387289E-2,2.277654596E-2,-4.991641641E-2
6.133818380E0,6.754423957E-3,2.494075522E-2,-4.520402849E-2
6.153818380E0,9.372417815E-3,2.188642882E-2,-3.450515866E-2
6.173818380E0,1.563815027E-2,6.143558770E-3,-3.260274976E-2
6.193818380E0,2.026327327E-2,-9.494591504E-3,-3.583160788E-2
6.213818380E0,1.268854365E-2,-1.026253588E-2,-4.085815698E-2
