"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.306482300E2,-9.147477722E-1,8.158334656E0,9.709708557E0
1.306683170E2,-8.879534912E-1,2.248070114E1,2.936144257E0
1.306884040E2,6.052663422E0,2.454460922E1,6.925198975E0
1.307084900E2,3.189118195E0,1.686258408E1,5.582491150E0
1.307285770E2,-9.610015869E-1,1.012120285E1,4.368815002E0
1.307486640E2,-1.994452515E0,6.351591797E0,7.850424957E0
1.307687510E2,-4.492906952E0,1.018272491E1,6.138285370E0
1.307888380E2,-8.371042328E0,1.517544250E1,-8.563691711E-1
1.308089256E2,-6.105802917E0,8.402476959E0,-1.297202454E0
1.308290116E2,-1.986818390E0,5.546565857E0,-1.651365967E0
1.308490986E2,-7.946974182E-1,3.856280823E0,-4.631069641E0
1.308691856E2,-3.836521912E-1,4.304897919E0,-5.144801331E0
1.308892726E2,-1.047970734E0,7.809410248E0,-5.107977905E0
1.309093596E2,-9.056167603E-1,1.127365631E1,-4.849016418E0
1.309294466E2,-1.138831787E0,1.334130661E1,-2.520308990E0
1.309495326E2,-2.270179138E0,1.295181656E1,-5.659730530E-1
1.309696196E2,-2.527494049E0,1.178903458E1,3.037184143E-1
1.309897066E2,-1.077758789E0,1.055110886E1,1.155147858E0
1.310097936E2,-3.638932800E-1,1.006551865E1,-3.267704773E-1
1.310298806E2,3.966751099E-1,9.764195251E0,1.658551025E-1
1.310499676E2,7.650590515E-1,9.501192169E0,1.624122620E-1
1.310700536E2,-4.058061218E-1,8.873996429E0,-4.375401306E-1
1.310901406E2,-4.831951904E-1,8.472980347E0,-1.974394226E-1
1.311102276E2,-2.365081787E-1,8.091124420E0,-1.191522217E-1
1.311303146E2,-2.050735474E-2,7.955955505E0,-9.220825195E-1
1.311504016E2,1.558259583E-1,8.924291840E0,-9.116043091E-2
1.311704886E2,-1.216969299E-1,9.834848328E0,1.292711792E0
1.311905746E2,2.308200073E-1,9.228309631E0,8.777746582E-1
1.312106616E2,9.478289795E-1,9.190139008E0,-7.125183105E-2
1.312307486E2,5.813909912E-1,9.495354309E0,4.340972900E-3
1.312508356E2,1.844314728E0,9.512568512E0,2.336640930E-1
1.312709226E2,2.402354279E0,1.036429733E1,-6.563850403E-1
1.312910096E2,4.203858032E0,1.231159790E1,3.282673645E-1
1.313110966E2,5.871540070E0,1.321242462E1,2.745291138E-1
1.313311826E2,4.877307587E0,1.245514938E1,-2.812651062E-1
1.313512696E2,1.082099762E0,1.077264816E1,-1.140328674E0
1.313713566E2,-1.272354126E-2,1.197943863E1,3.523672485E0
1.313914436E2,-3.685336304E-1,1.435185516E1,3.548969879E0
1.314115306E2,-2.248025208E0,1.495240631E1,-1.278641052E0
1.314316176E2,-7.066205750E0,1.313413742E1,-2.980751495E0
1.314517036E2,-1.199605408E1,1.051712952E1,4.902006226E0
1.314717906E2,-4.581672363E0,1.058823166E1,6.174659729E0
1.314918776E2,-6.631210327E-1,1.156135803E1,1.922601929E0
1.315119646E2,1.224304047E0,1.132799332E1,5.608836365E-1
1.315320516E2,2.607727203E0,1.112007568E1,-1.237476654E0
1.315521386E2,1.413211212E0,1.013721954E1,-3.984713745E-1
1.315722246E2,-4.061054993E-1,8.806187439E0,-9.857002258E-1
1.315923116E2,-1.867815857E0,7.344028015E0,-9.604028320E-1
1.316123986E2,-3.062631226E0,5.079537048E0,-6.610253906E-1
1.316324856E2,-2.576741638E0,3.603306885E0,5.840853882E-1
1.316525726E2,-2.686912537E0,1.549877014E0,1.332978058E0
1.316726596E2,-1.594035187E0,5.944139099E-1,2.168241119E0
1.316927456E2,-6.132746887E-1,1.551822968E0,3.226540375E0
1.317128326E2,-8.972341919E-1,2.026635590E0,3.824097748E0
1.317329196E2,-1.626667328E0,2.994971924E0,5.059628448E0
1.317530066E2,-1.702559509E0,8.368946686E0,7.061266022E0
