"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.728866250E0,-1.568666935E0,-3.362347603E0,1.602874398E0
1.748822250E0,-1.922507405E0,-3.634646654E0,1.361632347E0
1.768779250E0,-1.722315550E0,-3.052346945E0,1.148403883E0
1.788736250E0,-9.379464388E-1,-2.277329922E0,9.495214820E-1
1.808692250E0,-1.153769344E-1,-1.713776946E0,7.019574642E-1
1.828649250E0,3.295677602E-1,-1.045495033E0,4.837474823E-1
1.848606250E0,5.521180630E-1,-4.291101992E-1,4.223463833E-1
1.868562250E0,5.598223209E-1,-4.769007266E-1,3.931571543E-1
1.888519250E0,7.161240280E-2,-5.782352686E-1,1.392179132E-1
1.908476250E0,-8.149581552E-1,-2.443137318E-1,-1.952404156E-2
1.928432250E0,-1.721545100E0,3.725246787E-1,1.224027947E-2
1.948389250E0,-2.087663651E0,4.512460828E-1,2.006997317E-1
1.968346250E0,-1.981799841E0,4.276524782E-1,6.466245055E-1
1.988302250E0,-1.919500232E0,5.768300295E-1,1.007311940E0
2.008259250E0,-1.966112733E0,8.526605964E-1,1.131492376E0
2.028216250E0,-1.866467476E0,1.010282516E0,9.138783216E-1
2.048172250E0,-1.657255054E0,8.054522276E-1,7.429372072E-1
2.068129250E0,-1.808615804E0,8.128112555E-1,9.055381417E-1
2.088085250E0,-2.125805378E0,1.050789356E0,1.060294867E0
2.108042250E0,-2.288703203E0,1.441661596E0,7.924293876E-1
2.127999250E0,-2.192416430E0,1.423527956E0,5.809634328E-1
2.147955250E0,-1.918442845E0,1.117197752E0,7.859993577E-1
2.167912250E0,-1.733167052E0,7.460734248E-1,9.114539027E-1
2.187869250E0,-1.663265347E0,2.813851833E-1,1.073622584E0
2.207825250E0,-1.993739009E0,1.950528771E-1,1.256259799E0
2.227782250E0,-2.186254501E0,5.845649168E-2,1.253677845E0
2.247738250E0,-2.012412548E0,-3.482694626E-1,9.810765982E-1
2.267695375E0,-1.749992132E0,-6.101467609E-1,8.066470027E-1
2.287652375E0,-1.388457775E0,-8.931806684E-1,1.095695019E0
2.307608375E0,-1.191748619E0,-7.842741609E-1,1.370577574E0
2.327565375E0,-1.044970870E0,-4.376323521E-1,1.211115479E0
2.347522375E0,-8.363940120E-1,-9.843184054E-2,9.828763604E-1
2.367478375E0,-5.580555201E-1,-2.827599645E-1,6.272476912E-1
2.387435375E0,-3.421749175E-1,-2.141013145E-1,2.236058414E-1
2.407391375E0,-8.231644332E-2,-2.280714512E-1,2.872624435E-3
2.427348375E0,2.081510574E-1,-3.259151280E-1,1.036979482E-1
2.447305375E0,4.340236187E-1,-5.266602635E-1,3.210020959E-1
2.467261375E0,5.503209233E-1,-8.694458008E-1,2.925845683E-1
2.487218375E0,4.776698649E-1,-7.649946809E-1,8.673287183E-2
2.507175375E0,3.692134619E-1,-6.870755553E-1,-1.329965293E-1
2.527131375E0,1.450925171E-1,-6.007130146E-1,-4.142285287E-1
2.547088375E0,4.446307570E-2,-2.426131070E-1,-6.222876906E-1
2.567044375E0,1.178544536E-1,-7.505255938E-2,-8.208259344E-1
2.587001375E0,1.764860451E-1,2.706892192E-1,-9.520007968E-1
2.606958375E0,2.490199357E-1,4.079039693E-1,-8.640198708E-1
2.626914375E0,3.500480056E-1,5.281938910E-1,-5.542520881E-1
2.646871375E0,4.175197482E-1,6.259872317E-1,-2.949646413E-1
2.666828375E0,4.589622617E-1,5.361835957E-1,-3.800357878E-1
2.686784375E0,4.900293052E-1,2.833587229E-1,-5.518590212E-1
2.706741375E0,4.967466593E-1,1.331802458E-1,-5.752894282E-1
2.726697375E0,5.302859545E-1,1.617785245E-1,-4.534522295E-1
2.746654375E0,5.671741962E-1,1.635226905E-1,-3.492822051E-1
2.766611375E0,5.765445232E-1,-4.826790094E-2,-3.476787210E-1
2.786567375E0,5.585036874E-1,-1.932768077E-1,-3.722036779E-1
2.806524375E0,5.597352386E-1,-2.615321577E-1,-3.288389146E-1
2.826481375E0,5.970807076E-1,-2.321846634E-1,-2.306242436E-1
2.846437375E0,5.640417933E-1,-3.617320657E-1,-6.428578496E-2
2.866394375E0,4.262943268E-1,-5.199555755E-1,9.277848899E-2
2.886350375E0,2.984228730E-1,-5.140916705E-1,1.965318322E-1
2.906307375E0,2.763556838E-1,-5.358018279E-1,2.356572598E-1
2.926264375E0,2.701009810E-1,-4.415031970E-1,2.081723362E-1
2.946220375E0,2.087065876E-1,-3.967247903E-1,1.423126310E-1
2.966177375E0,1.084635779E-1,-4.177189469E-1,2.079076506E-2
2.986133375E0,-1.036236156E-2,-3.362290561E-1,-1.148123145E-1
3.006090375E0,-1.315300465E-1,-2.432531118E-1,-2.410716563E-1
3.026047375E0,-2.956598699E-1,-2.036524117E-1,-3.308402896E-1
3.046003375E0,-4.912397563E-1,-4.572969079E-1,-4.768831730E-1
3.065960375E0,-8.913301826E-1,-5.276735425E-1,-7.514186502E-1
3.085917375E0,-1.356766820E0,-4.644227624E-1,-9.871428013E-1
3.105873375E0,-1.651585102E0,-5.217651725E-1,-1.187227488E0
3.125830375E0,-1.830896139E0,-4.848440289E-1,-1.302485466E0
3.145786375E0,-1.967805386E0,-6.476857662E-1,-1.341425896E0
