"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.837676250E0,-6.110293579E-1,7.011419678E-1,-3.302133179E-1
1.857839250E0,-1.276844788E-1,6.619235229E-1,1.407223663E0
1.878002250E0,1.728904724E-1,5.478607178E-1,2.318229218E0
1.898165250E0,-1.134640503E-1,7.946974182E-1,2.525847473E0
1.918329250E0,-6.839277649E-1,9.331594849E-1,2.928210754E0
1.938492250E0,-1.447489929E0,6.900650024E-1,4.269721069E0
1.958655250E0,-1.828597412E0,6.104306030E-1,5.726940765E0
1.978818250E0,-2.039508820E0,6.213578796E-1,6.472989349E0
1.998981250E0,-2.315684509E0,3.833528137E-1,9.525292053E0
2.019144250E0,-2.787203979E0,9.220825195E-2,1.308324326E1
2.039307250E0,-3.081791382E0,4.454736328E-1,1.424662399E1
2.059471250E0,-3.404669952E0,9.774673462E-1,1.424048676E1
2.079634250E0,-2.548749847E0,1.059047699E0,1.667876633E1
2.099797250E0,-1.268162842E0,8.054750061E-1,2.028087570E1
2.119960250E0,-2.377056885E-1,1.528920593E0,2.059597046E1
2.140123250E0,-5.722599792E-1,1.809137878E0,1.945878525E1
2.160286250E0,-2.951861572E-1,1.343905334E0,2.062051941E1
2.180450250E0,6.566844177E-1,1.197060699E0,2.005035507E1
2.200613250E0,1.153501282E0,8.268804932E-1,1.978241226E1
2.220776250E0,1.624871063E0,9.919871521E-1,1.821621918E1
2.240939250E0,1.346899109E0,8.948391724E-1,1.687485855E1
2.261102250E0,3.703298950E-1,5.266049194E-1,1.579590225E1
2.281265250E0,-1.701960754E-1,-8.277786255E-2,1.566507431E1
2.301428250E0,-1.815724182E-1,-7.054829407E-1,1.589709183E1
2.321592250E0,-6.005511475E-1,-1.561552734E0,1.621787476E1
2.341755250E0,-1.078806610E0,-2.267933807E0,1.528621216E1
2.361918250E0,-1.592837677E0,-2.357597351E0,1.369068008E1
2.382081250E0,-1.686243439E0,-2.460882568E0,1.220711517E1
2.402244250E0,-1.325194244E0,-2.523452454E0,1.015293686E1
2.422407250E0,-6.268963623E-1,-2.446063385E0,7.988437958E0
2.442571250E0,-2.155517578E-1,-2.262245636E0,5.953569489E0
2.462734250E0,-1.722917175E-1,-1.805994415E0,3.903432770E0
2.482897250E0,8.337661743E-2,-1.175954590E0,2.297572174E0
2.503060250E0,4.056564331E-1,-7.433541870E-1,1.896855469E0
2.523223250E0,4.448748779E-1,-3.652404785E-1,1.722617798E0
2.543386250E0,5.083428955E-1,-8.637039185E-2,1.435514832E0
2.563550250E0,5.628295898E-1,1.529818726E-1,1.304088135E0
2.583713250E0,5.331912231E-1,4.209246826E-1,8.604107666E-1
2.603876250E0,4.159849548E-1,7.711962891E-1,5.730084229E-1
2.624039250E0,2.100132751E-1,7.831713867E-1,1.227447510E0
2.644202250E0,-2.329156494E-1,5.754034424E-1,3.181484070E0
2.664365250E0,-1.064286804E0,6.348298645E-1,4.292922821E0
2.684529250E0,-7.277865601E-1,5.641767883E-1,5.771697693E0
2.704692250E0,-5.694158936E-1,2.911445618E-1,8.258027344E0
2.724855458E0,-2.088606720E0,3.317102051E-1,9.770631866E0
2.745018458E0,-4.090244293E0,5.821394348E-1,1.172377029E1
2.765181458E0,-3.900289307E0,5.677693176E-1,1.207703568E1
2.785344458E0,-2.634072418E0,5.568420410E-1,1.159548706E1
2.805508458E0,-2.669848022E0,6.623725891E-1,1.128084137E1
2.825671458E0,-3.639232178E0,7.167095947E-1,1.197240326E1
