"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.681463625E0,2.798553467E0,-2.595027161E1,-3.772753906E1
3.701551625E0,2.739257812E0,-2.510014343E1,-3.802581787E1
3.721638625E0,2.816894531E0,-2.456686401E1,-3.842575073E1
3.741725625E0,2.759979248E0,-2.389912415E1,-3.829222107E1
3.761812625E0,2.670227051E0,-2.319132996E1,-3.867781067E1
3.781900250E0,2.551239014E0,-2.228698730E1,-3.879260254E1
3.801987250E0,2.286926270E0,-2.156733704E1,-3.926199341E1
3.822074250E0,1.984680176E0,-2.106010437E1,-3.937919617E1
3.842161250E0,1.226440430E0,-2.037448883E1,-3.951751709E1
3.862248250E0,7.720947266E-3,-1.968180084E1,-3.996733093E1
3.882335250E0,-1.664855957E0,-1.936355591E1,-4.030546570E1
3.902422250E0,-2.878356934E0,-1.919960022E1,-4.059056091E1
3.922509250E0,-3.956909180E0,-1.875222015E1,-4.062023926E1
3.942596250E0,-4.893066406E0,-1.848870087E1,-4.061015320E1
3.962683250E0,-5.634155273E0,-1.803244019E1,-4.084481812E1
3.982770250E0,-6.183227539E0,-1.783174133E1,-4.067170715E1
4.002857250E0,-6.576049805E0,-1.715087128E1,-4.088955688E1
4.022944250E0,-6.882995605E0,-1.664189911E1,-4.124201965E1
4.043031250E0,-7.129455566E0,-1.621106720E1,-4.115689087E1
4.063118250E0,-7.281646729E0,-1.600074005E1,-4.150189209E1
4.083205250E0,-7.865539551E0,-1.595185089E1,-4.138696289E1
4.103293250E0,-8.342071533E0,-1.608873749E1,-4.127407837E1
4.123380250E0,-8.841430664E0,-1.661461639E1,-4.099546814E1
4.143467250E0,-8.967926025E0,-1.715916443E1,-4.089479065E1
4.163554250E0,-9.180633545E0,-1.728744507E1,-4.096804810E1
4.183641250E0,-9.245697021E0,-1.763526917E1,-4.073713684E1
4.203728250E0,-9.114166260E0,-1.809394836E1,-4.079673767E1
4.223815250E0,-9.000030518E0,-1.845932770E1,-4.058705139E1
4.243902250E0,-8.781250000E0,-1.909833527E1,-4.015487671E1
4.263989250E0,-8.594421387E0,-1.975954437E1,-3.984822083E1
