"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.790702709E0,3.915084839E0,2.995166016E1,3.519210815E1
2.810660709E0,4.858917236E0,2.671148682E1,3.740112305E1
2.830618708E0,6.653884888E0,2.365600586E1,3.879107666E1
2.850575708E0,8.554290771E0,2.019497681E1,4.001943970E1
2.870533708E0,9.568298340E0,1.712612915E1,4.088085938E1
2.890490708E0,1.092987061E1,1.473358154E1,4.093382263E1
2.910448709E0,1.296527100E1,1.454281616E1,4.063011169E1
2.930406708E0,1.377989197E1,1.562991333E1,3.972024536E1
2.950363709E0,1.362725830E1,1.751300049E1,3.931431580E1
2.970321708E0,1.437025452E1,1.856030273E1,3.871499634E1
2.990278708E0,1.566142273E1,1.866680908E1,3.792456055E1
3.010236708E0,1.885881042E1,1.807531738E1,3.694876099E1
3.030194709E0,2.151077271E1,1.764025879E1,3.594862366E1
3.050151709E0,2.269352722E1,1.735556030E1,3.561779785E1
3.070109709E0,2.215998840E1,1.728546143E1,3.565922546E1
3.090066709E0,2.053968811E1,1.729986572E1,3.650813293E1
3.110024708E0,1.934135437E1,1.738006592E1,3.701928711E1
3.129982708E0,1.937101746E1,1.754522705E1,3.690075684E1
3.149939708E0,1.970463562E1,1.789312744E1,3.669329834E1
3.169897709E0,1.991374207E1,1.821939087E1,3.616780090E1
3.189854709E0,2.035015869E1,1.875808716E1,3.579719543E1
3.209812709E0,2.067333984E1,1.885238647E1,3.554739380E1
3.229770708E0,2.053646851E1,1.896585083E1,3.551414490E1
3.249727708E0,1.989048767E1,1.880654907E1,3.578466797E1
3.269685708E0,1.915432739E1,1.884085083E1,3.609324646E1
3.289643709E0,1.838168335E1,1.899389648E1,3.688044739E1
3.309600709E0,1.749816895E1,1.920440674E1,3.727174377E1
3.329558709E0,1.764584351E1,1.936489868E1,3.727911377E1
3.349515709E0,1.760772705E1,1.954238892E1,3.702009583E1
3.369473708E0,1.800804138E1,1.955062866E1,3.687071228E1
3.389431708E0,1.835586548E1,1.973272705E1,3.655943298E1
3.409388708E0,1.856579590E1,1.981250000E1,3.624008179E1
3.429346709E0,1.882637024E1,1.985479736E1,3.601135254E1
3.449304333E0,1.912211609E1,1.984582520E1,3.604417419E1
3.469261333E0,1.925106812E1,1.976828003E1,3.585035706E1
3.489219334E0,1.924099731E1,1.999472046E1,3.605393982E1
3.509176333E0,1.908178711E1,2.023309326E1,3.616120911E1
3.529134334E0,1.894232178E1,2.065594482E1,3.595446777E1
3.549092333E0,1.878558350E1,2.084286499E1,3.574392700E1
3.569049334E0,1.869421387E1,2.130407715E1,3.521997070E1
3.589007333E0,1.899554443E1,2.203359985E1,3.454402161E1
3.608965334E0,1.949612427E1,2.311190796E1,3.352896118E1
3.628922333E0,1.975035095E1,2.411056519E1,3.268740845E1
3.648880334E0,2.022613525E1,2.528164673E1,3.146963501E1
3.668837334E0,2.051689148E1,2.589669800E1,3.071513367E1
