"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.734831667E0,1.357828975E-1,1.086831093E-1,-1.163371094E-2
1.754920667E0,-6.325677782E-2,2.906021848E-2,5.164498929E-3
1.775009667E0,1.029521897E-1,-1.068919003E-1,1.835533651E-3
1.795098667E0,3.097923240E-3,-2.468613349E-2,-1.687691547E-4
1.815185542E0,-6.658594310E-2,-1.706698239E-1,-4.452240467E-2
1.835274542E0,-1.221220270E-1,-1.488961093E-2,-7.998390198E-1
1.855363542E0,1.333131790E-1,1.770778745E-1,-9.106361270E-1
1.875451542E0,2.583517693E-2,-3.395025134E-1,-3.831816614E-1
1.895540542E0,-3.639254868E-1,-9.436435103E-1,-1.544118524E-1
1.915629542E0,-9.424864650E-1,-7.611888051E-1,-4.646565616E-1
1.935717542E0,-7.737564445E-1,3.064011335E-1,-2.468097061E-1
1.955806542E0,-8.713127971E-1,-1.901844144E-1,4.138734341E-1
1.975895542E0,-9.131062031E-1,-6.683809161E-1,7.784506083E-1
1.995983542E0,-9.539130926E-1,-1.295501888E-1,6.437449455E-1
2.016072542E0,-1.094560862E0,8.487618566E-1,4.292662144E-1
2.036161542E0,-9.174753428E-1,9.660172462E-1,4.704163074E-1
2.056249542E0,-5.346599817E-1,-1.578492075E-1,6.854524612E-1
2.076338542E0,-2.866314352E-1,-5.071747303E-1,8.004059196E-1
2.096427542E0,-2.328057587E-1,-2.628671825E-1,5.693146586E-1
2.116515542E0,-3.382709920E-1,-1.860842109E-1,2.623150945E-1
2.136604542E0,-1.730667204E-1,5.088596791E-2,5.547827482E-2
2.156693542E0,-2.789802253E-1,2.577813566E-1,-6.411842257E-2
2.176781542E0,-1.591697037E-1,3.133586422E-2,3.109970316E-2
2.196870542E0,4.572975338E-1,-8.709244728E-1,1.935999095E-1
2.216959542E0,6.313912868E-1,-1.123524189E0,2.489073724E-1
2.237047542E0,3.194219768E-1,-7.382017970E-1,2.344122157E-2
2.257136542E0,3.273738623E-1,-2.567681484E-2,-2.760013379E-2
2.277225542E0,5.243667364E-1,3.771206737E-1,2.946943045E-1
2.297314542E0,6.111549139E-1,1.638757586E-1,4.259287417E-1
2.317402542E0,8.623312116E-1,7.405798882E-2,5.484818220E-1
2.337491542E0,9.097206593E-1,6.812459230E-1,3.910754323E-1
2.357580542E0,6.433331966E-1,1.347600937E0,1.252627224E-1
2.377668542E0,1.666840315E-1,1.310033679E0,1.971799880E-1
2.397757542E0,-7.636356354E-2,7.588155270E-1,4.078333974E-1
2.417846542E0,-2.085884809E-1,2.992421091E-1,7.435240746E-1
2.437934542E0,-4.874913096E-1,1.207135990E-1,3.038334846E-1
2.458023542E0,-8.678294420E-1,3.996135294E-1,-3.120714724E-1
2.478112542E0,-1.263282061E0,4.577469826E-1,-2.120687515E-1
2.498200542E0,-1.298555851E0,3.170981109E-1,4.054125845E-1
2.518289542E0,-8.859136105E-1,1.475102454E-1,4.733195007E-1
2.538378542E0,-6.953095198E-1,1.544212550E-1,1.597063988E-1
2.558466542E0,-6.861685514E-1,9.270358831E-2,-8.425213397E-2
2.578555542E0,-7.375609279E-1,3.357584178E-1,-1.621999890E-1
2.598644542E0,-4.453372955E-1,7.133399844E-1,-1.227995977E-1
2.618733542E0,1.346537918E-1,9.737959504E-1,-2.985218465E-1
2.638821542E0,5.166934729E-1,7.270248532E-1,-5.288267136E-1
2.658910542E0,5.525826216E-1,3.128956258E-1,-4.485334754E-1
2.678999542E0,4.413510263E-1,3.139319718E-1,-1.168862581E-1
2.699087542E0,2.539875805E-1,5.579164028E-1,-1.295312941E-1
2.719176542E0,1.245090961E-1,5.439639091E-1,-4.450130165E-1
2.739265542E0,-4.262866452E-2,4.557982981E-1,-2.946158051E-1
2.759353542E0,-3.806047440E-1,5.013311505E-1,1.161605641E-1
2.779442542E0,-7.396803498E-1,2.134039700E-1,2.639864981E-1
2.799531542E0,-5.922945738E-1,-1.791535169E-1,2.417999655E-1
2.819620458E0,-1.265586913E-2,-5.455936790E-1,4.118164480E-1
2.839708458E0,3.588438630E-1,-4.802594781E-1,8.116117716E-1
2.859797458E0,-1.649646759E-1,1.719899774E-1,5.606464148E-1
2.879886458E0,-7.653732300E-1,6.323086619E-1,4.076380283E-2
2.899974458E0,-7.503522038E-1,8.708015084E-1,-1.580158621E-1
2.920063458E0,-3.308872581E-1,7.774524093E-1,6.302412599E-2
2.940152458E0,-1.842098981E-1,6.736133099E-1,4.258233607E-1
2.960240458E0,-7.037482411E-2,5.299530625E-1,5.345583558E-1
2.980329458E0,-4.445609823E-2,6.621473432E-1,1.763080657E-1
3.000418458E0,-1.394065320E-1,6.808201075E-1,-3.467362225E-1
3.020507458E0,6.207149476E-2,3.604530096E-1,-3.137841225E-1
3.040595458E0,1.198808700E-1,2.729315497E-2,2.902814746E-1
3.060684458E0,-2.096676528E-1,9.087149054E-2,6.226885319E-1
3.080773458E0,-4.524689615E-1,5.307608247E-1,3.430666924E-1
3.100861458E0,-4.894437790E-1,7.438876033E-1,1.490186751E-1
3.120950458E0,-2.367729992E-1,7.295910716E-1,2.602344155E-1
3.141039458E0,3.057554960E-1,7.631275058E-1,4.543485045E-1
3.161128458E0,8.855542541E-1,1.509274364E0,1.861873716E-1
3.181216458E0,4.635162055E-1,2.478296995E0,8.547549844E-1
3.201305458E0,-6.949001551E-2,2.788755417E0,4.672067761E-1
3.221394458E0,-9.522514790E-2,1.493042707E0,6.321458817E-1
3.241482458E0,-3.020249903E-1,7.065848708E-1,9.207332134E-1
3.261571458E0,-8.123783469E-1,8.250546455E-1,1.184177160E0
3.281660458E0,-1.201989651E0,1.324788451E0,1.375408053E0
3.301749458E0,-1.093796268E-1,1.008509636E0,1.243670106E0
3.321837458E0,3.771124184E-1,8.788013458E-1,1.062837005E0
3.341926458E0,4.396705329E-1,8.483124375E-1,6.290942430E-1
3.362015458E0,3.829812407E-1,8.151820302E-1,2.002355158E-1
3.382103458E0,3.700404465E-1,2.816161513E-1,4.912750050E-2
3.402192458E0,3.887840509E-1,-2.079291642E-1,1.681319326E-1
3.422281458E0,1.000055000E-1,-3.434696794E-1,4.139946997E-1
3.442370458E0,-4.324021935E-1,-1.206870973E-1,8.429548740E-1
3.462458458E0,-6.771312356E-1,4.701134861E-1,7.770658731E-1
3.482547458E0,-5.237591267E-1,4.643009901E-1,4.984658957E-1
3.502636458E0,3.617138267E-1,-6.270661205E-2,2.507303096E-2
3.522724458E0,3.001692295E-1,1.401656568E-1,-1.025701165E-1
3.542813458E0,-9.979754686E-2,1.544072479E-1,1.606042683E-1
3.562902458E0,-2.631242573E-1,3.659545444E-3,2.535877228E-1
3.582991458E0,-4.438355193E-2,-1.790095866E-1,1.159020364E-1
3.603079458E0,-2.381966263E-2,-3.471332192E-1,3.057761490E-1
3.623168458E0,2.095651580E-3,-7.024737000E-1,3.589711189E-1
3.643257458E0,-1.861713529E-1,-7.645891309E-1,1.143707559E-1
3.663345458E0,-1.851769388E-1,5.414527655E-2,-2.156314105E-1
3.683434458E0,2.816328313E-3,1.793877035E-1,-5.019995570E-1
3.703523458E0,1.830058694E-1,-1.554853283E-3,-6.993895769E-1
3.723612458E0,1.780526638E-1,-4.083704352E-1,-5.915515423E-1
3.743700458E0,1.317286342E-1,-1.575798035E0,-6.163730025E-1
3.763789458E0,-2.266970724E-1,-7.765598893E-1,-4.512846768E-1
3.783878458E0,1.719631553E-1,-5.301799178E-1,-5.819897056E-1
3.803967458E0,2.094180435E-1,-1.952959746E-1,-6.707672477E-1
