"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.424981583E0,7.821835327E1,1.970909424E2,-3.962615967E2
2.444934583E0,7.867602539E1,1.981304321E2,-3.947681274E2
2.464886583E0,6.642350769E1,1.968440247E2,-3.746358032E2
2.484839583E0,6.516105652E1,1.940987549E2,-3.773654175E2
2.504792583E0,5.951965332E0,1.678905334E2,-3.615809021E2
2.524745583E0,5.063583374E0,1.677273560E2,-3.620118408E2
2.544697583E0,6.915924072E0,1.670873413E2,-3.625013428E2
2.564650583E0,8.075531006E0,1.677136230E2,-3.626694336E2
2.584603583E0,7.509780884E0,1.676786499E2,-3.637545166E2
2.604555583E0,7.873352051E0,1.284701843E2,-3.587744751E2
2.624508583E0,7.715652466E0,1.282091980E2,-3.600497437E2
2.644461583E0,-1.783419800E1,9.002755737E1,-3.442069092E2
2.664413583E0,-1.778030396E1,8.892150879E1,-3.461629639E2
2.684366583E0,3.388427734E0,6.299182129E1,-3.403112183E2
2.704319583E0,4.844619751E0,5.977868652E1,-3.430168762E2
2.724271583E0,-1.996745300E1,3.789868164E1,-3.397338257E2
2.744224583E0,-2.266784668E0,2.949060059E1,-3.404689636E2
2.764177583E0,3.331817627E1,2.550708008E1,-3.428002014E2
2.784129583E0,4.911750793E1,2.821679688E1,-3.464964600E2
2.804082583E0,3.845606995E1,2.749658203E1,-3.505444031E2
2.824035583E0,3.204249573E1,2.798965454E1,-3.615647888E2
2.843987583E0,9.956788635E1,5.919219971E0,-3.634467163E2
2.863940583E0,7.332852173E1,-7.456600952E1,-3.635271912E2
2.883893583E0,6.796716309E1,-8.296301270E1,-3.648087158E2
2.903846583E0,7.173535156E1,-7.693966675E1,-3.650055847E2
2.923798583E0,8.556750488E1,-7.403668213E1,-3.647087402E2
2.943751583E0,8.983976746E1,-6.295938110E1,-3.655213013E2
2.963704583E0,9.239430237E1,-6.191052246E1,-3.662638550E2
2.983656583E0,9.282264709E1,-6.227481079E1,-3.667639465E2
3.003609583E0,1.291951599E2,-7.493209839E1,-3.706883545E2
3.023562583E0,1.998101196E2,-1.328476257E2,-3.761103516E2
3.043514583E0,2.120526428E2,-1.987754669E2,-3.759202271E2
3.063467583E0,2.000133667E2,-2.439743500E2,-3.703526001E2
3.083420583E0,1.737668457E2,-2.650174866E2,-3.252182007E2
3.103372583E0,1.601656799E2,-2.734560547E2,-3.045834351E2
3.123325583E0,1.461238861E2,-2.680170593E2,-3.136844482E2
3.143278583E0,1.453217468E2,-2.692523804E2,-3.142132874E2
3.163230583E0,1.379669800E2,-2.593112183E2,-3.184196472E2
3.183183583E0,1.323375244E2,-2.462573547E2,-3.123088989E2
3.203136583E0,1.210000687E2,-2.279520264E2,-2.820995483E2
3.223088583E0,1.094992371E2,-2.122441101E2,-2.479173584E2
3.243041583E0,9.651910400E1,-1.997657166E2,-2.164762573E2
3.262994583E0,7.876875305E1,-1.875716858E2,-1.793895264E2
3.282946583E0,6.261108398E1,-1.787713623E2,-1.497620850E2
3.302899583E0,4.996796417E1,-1.737400513E2,-1.308711395E2
3.322852583E0,5.112223816E1,-1.756105652E2,-1.333110809E2
3.342804583E0,2.487243652E1,-1.648368378E2,-1.028100281E2
3.362757583E0,2.510019684E1,-1.649962311E2,-1.036230469E2
3.382710583E0,2.491598511E1,-1.636027985E2,-1.045227966E2
3.402662583E0,3.786623383E1,-1.558216705E2,-9.808154297E1
3.422615583E0,3.785466003E1,-1.547099152E2,-1.006032104E2
3.442568583E0,3.758454132E1,-1.530768280E2,-1.026803284E2
3.462520583E0,3.765076447E1,-1.522535858E2,-1.053313904E2
3.482473583E0,3.809757233E1,-1.527889862E2,-1.079437866E2
3.502426583E0,3.877917480E1,-1.530015717E2,-1.096714783E2
3.522378583E0,3.933006287E1,-1.537514801E2,-1.112176208E2
3.542331583E0,3.893837738E1,-1.541133881E2,-1.141553345E2
3.562284583E0,5.464217377E1,-1.401427002E2,-1.033756561E2
3.582237583E0,5.342766571E1,-1.400711670E2,-1.041066742E2
3.602189583E0,5.287413025E1,-1.398286438E2,-1.040621796E2
3.622142583E0,5.207434845E1,-1.391627502E2,-1.037462616E2
3.642094583E0,5.197746277E1,-1.379317322E2,-1.031210785E2
3.662047583E0,5.223965454E1,-1.371463013E2,-1.029138031E2
3.682000583E0,5.270734406E1,-1.367945251E2,-1.029314423E2
3.701953583E0,5.259510803E1,-1.372607727E2,-1.032724457E2
3.721905583E0,5.537507629E1,-1.302926025E2,-1.092037506E2
3.741858583E0,5.459645844E1,-1.302596130E2,-1.092208405E2
3.761811458E0,5.415665436E1,-1.303054810E2,-1.091942902E2
3.781763458E0,5.413240814E1,-1.301716614E2,-1.092217255E2
3.801716458E0,5.461564636E1,-1.302447205E2,-1.092656097E2
3.821669458E0,5.519435120E1,-1.304657898E2,-1.092903290E2
3.841621458E0,5.569578552E1,-1.304192505E2,-1.092374115E2
3.861574458E0,5.609290314E1,-1.308153076E2,-1.094534454E2
3.881527458E0,5.723468018E1,-1.260082092E2,-1.103647766E2
3.901479458E0,5.720444489E1,-1.260148926E2,-1.105851135E2
3.921432458E0,5.689826202E1,-1.262873535E2,-1.106367188E2
3.941385458E0,5.707112885E1,-1.262351990E2,-1.110411987E2
3.961337458E0,5.731949615E1,-1.261236267E2,-1.106405029E2
3.981290458E0,5.739408875E1,-1.257983704E2,-1.107246094E2
4.001243458E0,5.736773682E1,-1.252843323E2,-1.101493530E2
4.021195458E0,5.728623962E1,-1.246969299E2,-1.102588806E2
4.041148458E0,5.705637360E1,-1.246682739E2,-1.103394165E2
4.061101458E0,5.721755981E1,-1.246925049E2,-1.105330200E2
4.081053458E0,5.003665161E1,-1.229459686E2,-1.064373322E2
4.101006458E0,5.003089905E1,-1.228395538E2,-1.068423004E2
4.120959458E0,4.974005127E1,-1.227109833E2,-1.067746124E2
4.140911458E0,4.958697510E1,-1.226008453E2,-1.065978851E2
4.160864458E0,4.923281097E1,-1.227094574E2,-1.067557831E2
4.180817458E0,4.947972870E1,-1.224691925E2,-1.064919891E2
4.200769458E0,4.990245056E1,-1.222887115E2,-1.066022491E2
4.220722458E0,4.990267944E1,-1.220975494E2,-1.063594818E2
4.240675458E0,4.980158997E1,-1.218227081E2,-1.061374054E2
4.260627458E0,4.955517578E1,-1.210322723E2,-1.057995758E2
4.280580458E0,4.926004791E1,-1.202223969E2,-1.056448212E2
4.300533458E0,4.916143036E1,-1.194149323E2,-1.049928741E2
4.320485458E0,3.920242310E1,-1.176762543E2,-9.575563049E1
4.340438458E0,4.053565979E1,-1.170925140E2,-9.543479919E1
4.360391458E0,4.189054108E1,-1.165792084E2,-9.472215271E1
4.380343458E0,4.278766632E1,-1.164832611E2,-9.412879944E1
4.400296458E0,4.298740387E1,-1.164260101E2,-9.397273254E1
4.420249458E0,4.251745605E1,-1.159719696E2,-9.371641541E1
4.440201458E0,4.166646576E1,-1.154236298E2,-9.366758728E1
4.460154458E0,4.112921906E1,-1.151296539E2,-9.356422424E1
4.480106458E0,4.109992981E1,-1.149396515E2,-9.358015442E1
4.500059458E0,4.113348389E1,-1.150926361E2,-9.361061096E1
4.520012458E0,4.138964844E1,-1.153430328E2,-9.386180115E1
4.539964458E0,4.171697998E1,-1.154470367E2,-9.400019836E1
4.559917458E0,4.182914734E1,-1.156383514E2,-9.359376526E1
4.579870458E0,4.162522125E1,-1.153094330E2,-9.395103455E1
4.599822458E0,3.053736877E1,-1.073327484E2,-8.310585022E1
4.619775458E0,3.202476501E1,-1.085066071E2,-8.653749084E1
4.639728458E0,3.234052277E1,-1.093463898E2,-8.778471375E1
4.659680458E0,3.164446259E1,-1.089309540E2,-8.723280334E1
4.679633458E0,3.139881134E1,-1.088557281E2,-8.705833435E1
4.699586458E0,3.119247437E1,-1.088566132E2,-8.689897156E1
4.719538458E0,3.080818939E1,-1.088172455E2,-8.659684753E1
4.739491458E0,3.052417755E1,-1.091190948E2,-8.683799744E1
4.759444917E0,3.072944641E1,-1.095206146E2,-8.720356750E1
4.779396917E0,3.066655731E1,-1.097041779E2,-8.755015564E1
4.799349917E0,3.051000977E1,-1.095025177E2,-8.778987122E1
4.819302917E0,3.066561890E1,-1.091420441E2,-8.788270569E1
4.839254917E0,3.080709839E1,-1.088558502E2,-8.816639709E1
