"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.382710583E0,5.653283000E-1,-6.805836558E-1,-2.797380984E-1
3.402662583E0,3.914980888E-1,-4.238143861E-1,1.592133939E-1
3.422615583E0,1.594462544E-1,-3.317685723E-1,2.669088244E-1
3.442568583E0,7.136522233E-2,-1.908462048E-1,2.032906562E-1
3.462520583E0,5.991161242E-2,2.062546462E-2,1.152099073E-1
3.482473583E0,-2.597451583E-2,1.865110844E-1,9.274700284E-2
3.502426583E0,-3.853712976E-2,1.358323693E-1,7.131029665E-2
3.522378583E0,4.842391610E-2,-1.396139413E-1,4.564954340E-2
3.542331583E0,7.644161582E-2,-4.648438394E-1,5.511549115E-2
3.562284583E0,-9.237901866E-2,-5.550094843E-1,6.328391284E-2
3.582237583E0,-1.710846871E-1,-4.989033937E-1,-1.862887293E-1
3.602189583E0,-4.091625661E-2,-2.188824117E-1,-3.316862881E-1
3.622142583E0,1.987716556E-2,1.462117285E-1,-3.005501330E-1
3.642094583E0,2.011812478E-2,3.730919063E-1,-2.266337276E-1
3.662047583E0,4.381455481E-2,3.293019235E-1,-2.361801267E-1
3.682000583E0,3.531172499E-2,1.305013597E-1,-2.504767179E-1
3.701953583E0,-1.999708824E-3,-1.817060113E-1,-2.664429545E-1
3.721905583E0,2.656259015E-2,-4.922534525E-1,-2.422553897E-1
3.741858583E0,8.848666400E-2,-4.038914144E-1,-1.929483265E-1
3.761811458E0,1.169897541E-1,-3.416099772E-2,-1.585839838E-1
3.781763458E0,1.715440750E-1,1.915160418E-1,-1.639052778E-1
3.801716458E0,2.025031000E-1,2.723615766E-1,-1.501603127E-1
3.821669458E0,1.957670450E-1,2.049211115E-1,-1.591405869E-1
3.841621458E0,1.793977618E-1,9.960606694E-2,-1.623139828E-1
3.861574458E0,1.000586525E-1,5.356632173E-3,-1.414459050E-1
3.881527458E0,1.699804328E-2,-1.717738658E-1,-9.379474074E-2
3.901479458E0,-1.920213178E-2,-2.423944026E-1,-3.837834671E-2
3.921432458E0,2.394590713E-2,-1.384566128E-1,-6.630416960E-2
3.941385458E0,7.605440170E-2,-6.917423010E-2,-9.920080751E-2
3.961337458E0,-3.476896137E-2,2.438995615E-2,-9.074128419E-2
3.981290458E0,-1.804896444E-1,-1.623894088E-2,-8.279591054E-2
4.001243458E0,-2.246816903E-1,-1.297875941E-1,-6.947499514E-2
4.021195458E0,-2.334102541E-1,-1.253314614E-1,-1.164818183E-1
4.041148458E0,-2.052451223E-1,-1.661681980E-1,-1.059157923E-1
4.061101458E0,-1.737594306E-1,-2.098812759E-1,-2.709519118E-2
4.081053458E0,-1.170007214E-1,-1.887449473E-1,1.018879376E-2
4.101006458E0,-7.173305750E-2,-1.593532413E-1,-4.107610136E-2
4.120959458E0,-2.560677193E-2,-1.962139010E-1,-7.243515551E-2
4.140911458E0,2.034738660E-2,-9.346532822E-2,-6.567923725E-2
4.160864458E0,5.849250033E-2,6.609988213E-2,-5.229574442E-2
4.180817458E0,7.621093839E-2,1.014188677E-1,-3.252262622E-2
4.200769458E0,5.182707310E-2,4.376738332E-3,1.833165623E-2
4.220722458E0,7.922691107E-2,-2.720775008E-1,5.306855217E-2
4.240675458E0,8.058841340E-3,-4.191351235E-1,8.350006491E-2
4.260627458E0,-9.999834746E-2,-3.820397258E-1,1.364597976E-1
4.280580458E0,-1.374207288E-1,-3.195956349E-1,2.337898314E-1
4.300533458E0,-8.654797822E-2,-8.439607918E-3,2.597097754E-1
4.320485458E0,-1.090907212E-2,1.906787306E-1,2.429264486E-1
4.340438458E0,2.153339051E-2,3.204039037E-1,1.931850910E-1
4.360391458E0,-9.866079316E-3,2.891926765E-1,1.705007553E-1
4.380343458E0,-4.829220474E-2,7.131221145E-2,9.518074989E-2
4.400296458E0,-3.088876605E-2,-2.809959948E-1,2.378841117E-2
4.420249458E0,4.366250709E-2,-5.755611062E-1,-2.048400789E-2
4.440201458E0,1.039211899E-1,-5.975752473E-1,3.389519453E-2
4.460154458E0,8.853531629E-2,-2.047883123E-1,2.104040422E-2
4.480106458E0,5.694724992E-2,7.727011107E-3,1.230060309E-2
4.500059458E0,1.446035653E-1,1.635589898E-1,-1.089511719E-2
4.520012458E0,2.325361222E-1,2.066954523E-1,4.032986239E-2
4.539964458E0,2.426775098E-1,1.419489235E-1,1.467627883E-1
4.559917458E0,1.154512614E-1,-2.203088105E-1,2.970453501E-1
4.579870458E0,-4.961976781E-2,-3.803705275E-1,3.143219650E-1
