"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.275395927E0,1.448623254E-3,-6.806783844E-3,-1.626646891E-2
4.295395927E0,1.221730490E-4,-9.197885171E-3,-1.055924222E-2
4.315395927E0,3.403391922E-3,-6.283185445E-3,-1.291543595E-3
4.335395927E0,7.417649496E-3,-5.585053470E-3,8.272860199E-3
4.355395927E0,3.944444004E-3,-9.791296907E-3,7.696901914E-3
4.375394365E0,1.745329209E-4,-1.247910410E-2,7.784168236E-3
4.395394365E0,8.726646192E-4,-9.285151958E-3,7.225662936E-3
4.415397490E0,1.069886796E-2,-8.726646192E-3,6.632251199E-3
4.435394365E0,1.288053021E-2,-7.016223390E-3,2.705260413E-3
4.455394365E0,7.295476273E-3,-4.904375412E-3,3.438298590E-3
4.475397490E0,-1.919862116E-4,-2.967059845E-4,-5.934119690E-4
4.495394365E0,-6.265731994E-3,-8.831365965E-3,-6.422811653E-3
4.515395927E0,-3.525565146E-3,-1.614429615E-2,-2.323033288E-2
4.535394365E0,2.722713631E-3,-7.504915819E-3,-4.185299575E-2
4.555395927E0,1.083849464E-2,-8.552113432E-4,-4.710643739E-2
4.575395927E0,1.487020496E-2,3.490658419E-4,-3.195697814E-2
4.595394365E0,1.244419720E-2,8.901178953E-4,-3.839724232E-3
4.615397490E0,5.567600485E-3,5.061454722E-4,2.076941729E-2
4.635394365E0,-2.373647876E-3,2.775073517E-3,3.115412779E-2
4.655394365E0,-1.057669520E-2,1.326450240E-2,3.171263263E-2
4.675394365E0,6.457717973E-4,6.457718089E-3,2.354449220E-2
4.695395927E0,1.350884791E-2,-1.769763790E-2,7.644542027E-3
4.715395927E0,1.099557430E-2,-1.118756086E-2,-1.783726551E-2
4.735394365E0,2.949606394E-3,-7.504915819E-3,-4.525638744E-2
4.755395927E0,5.934119690E-4,-2.827433404E-3,-5.955063552E-2
4.775395927E0,7.260569837E-3,3.159045940E-3,-4.436627030E-2
4.795394365E0,5.340707488E-3,-4.415682983E-3,6.283185212E-4
4.815394365E0,-5.358160939E-3,-1.448623254E-3,4.497713596E-2
4.835395927E0,-1.610938832E-2,-3.193952609E-3,5.993460491E-2
4.855394365E0,-1.399754081E-2,-5.148721393E-3,4.249876738E-2
4.875394365E0,1.099557383E-3,-1.710422686E-3,7.487462368E-3
4.895394365E0,9.477137588E-3,-3.612831468E-3,-2.080432512E-2
4.915397490E0,5.427973811E-3,-1.343903481E-3,-3.867649660E-2
4.935394365E0,-5.148721393E-3,1.064650831E-3,-4.417428374E-2
4.955395927E0,-1.322959550E-2,3.368485486E-3,-3.630284965E-2
4.975395927E0,-1.172861271E-2,9.599310579E-4,-1.350884791E-2
4.995394365E0,-8.360126987E-3,-9.250245057E-4,8.080874570E-3
5.015395927E0,-2.687806962E-3,-2.670353744E-3,2.286381274E-2
5.035394365E0,6.981316837E-4,-6.579891313E-3,2.225294709E-2
5.055395927E0,-1.291543595E-3,-5.026548170E-3,1.630137488E-2
5.075395927E0,-3.438298590E-3,-1.553343027E-3,5.881759338E-3
5.095394365E0,-3.752457909E-3,5.759586347E-4,-6.981316983E-5
5.115397490E0,-4.660028964E-3,2.042035107E-3,-4.939281847E-3
5.135394365E0,-5.777040031E-3,2.792526735E-3,-8.674286306E-3
5.155395927E0,-5.759586347E-4,5.235987919E-5,-8.691739291E-3
5.175394365E0,4.485496320E-3,-1.099557383E-3,-6.091198884E-3
5.195395927E0,4.956734832E-3,1.640609466E-3,-2.879793290E-3
5.215395927E0,7.155850180E-4,3.543018363E-3,4.084070213E-3
5.235394365E0,-1.762782573E-3,4.782202188E-3,1.165879890E-2
5.255395927E0,-1.605702913E-3,3.996803891E-3,1.602212340E-2
5.275395927E0,-9.599310579E-4,3.263765713E-3,1.502728462E-2
5.295394365E0,6.108652451E-4,2.146754880E-3,8.674286306E-3
5.315395927E0,1.221730490E-4,5.061454605E-3,1.151917269E-3
5.335395927E0,2.967059845E-4,2.932153177E-3,-4.590216093E-3
5.355394365E0,-8.203047328E-4,4.799655639E-3,-7.819075137E-3
5.375394365E0,-3.490658419E-4,7.051130291E-3,-8.080874570E-3
5.395394365E0,-2.373647876E-3,5.881759338E-3,-4.398229532E-3
5.415397490E0,-4.869468510E-3,1.396263367E-3,-8.726646192E-4
5.435394365E0,-3.682644805E-3,-1.762782573E-3,-1.919862116E-4
5.455395927E0,-7.330382941E-4,3.490658492E-5,-8.377580671E-4
5.475397490E0,2.443460980E-4,2.583087189E-3,-1.797689125E-3
5.495394365E0,-3.508111695E-3,-6.457717973E-4,4.380776547E-3
5.515395927E0,-6.475171540E-3,-1.745329238E-3,8.761553094E-3
5.535394365E0,-2.897246508E-3,-1.082104165E-3,1.036725566E-2
5.555395927E0,7.155850180E-4,-1.919862116E-4,9.494591504E-3
5.575394365E0,3.368485486E-3,-1.082104165E-3,2.460914198E-3
5.595394365E0,2.687806962E-3,3.281218931E-3,-4.136430100E-3
